TCU,Southern U.
TCU,SMU
TCU,Texas
TCU,Ohio St.
TCU,Iowa St.
TCU,Texas Tech
TCU,Oklahoma St.
TCU,Baylor
TCU,West Virginia
TCU,Kansas St.
TCU,Kansas
TCU,Oklahoma
Temple,Villanova
Temple,Buffalo
Temple,Tulsa
Temple,Maryland
Temple,Boston College
Temple,East Carolina
Temple,Navy
Temple,UConn
Temple,South Fla.
Temple,Houston
Temple,UCF
Temple,Cincinnati
Tennessee,West Virginia
Tennessee,ETSU
Tennessee,Florida
Tennessee,UTEP
Tennessee,Georgia
Tennessee,Auburn
Tennessee,Vanderbilt
Tennessee,Missouri
Tennessee,Kentucky
Tennessee,Charlotte
Tennessee,0
Tennessee,Alabama
Texas,Maryland
Texas,Tulsa
Texas,TCU
Texas,South Carolina
Texas,Kansas St.
Texas,Oklahoma
Texas,Baylor
Texas,Oklahoma
Texas,Kansas
Texas,Iowa St.
Texas,Texas Tech
Texas,West Virginia
Texas,Oklahoma St.
Tulsa,Central Ark.
Tulsa,Texas
Tulsa,Temple
Tulsa,Arkansas St.
Tulsa,Houston
Tulsa,South Fla.
Tulsa,SMU
Tulsa,Navy
Tulsa,Memphis
Tulsa,UConn
Tulsa,Tulane
Tulsa,Arkansas
Tennessee St.,Vanderbilt
Tennessee Tech,Utah St.
Toledo,VMI
Toledo,Nevada
Toledo,Miami (FL)
Toledo,Fresno St.
Toledo,Bowling Green
Toledo,Eastern Mich.
Toledo,Central Mich.
Toledo,Kent St.
Toledo,Northern Ill.
Toledo,Ball St.
Toledo,Western Mich.
Toledo,Buffalo
Towson,Wake Forest
Troy,Boise St.
Troy,Florida A&M
Troy,La.-Monroe
Troy,Nebraska
Troy,Coastal Carolina
Troy,Georgia St.
Troy,Liberty
Troy,Appalachian St.
Troy,Texas St.
Troy,Ga. Southern
Troy,Louisiana
Troy,South Ala.
Texas Tech,Ole Miss
Texas Tech,Lamar University
Texas Tech,Oklahoma St.
Texas Tech,Houston
Texas Tech,West Virginia
Texas Tech,TCU
Texas Tech,Baylor
Texas Tech,Kansas St.
Texas Tech,Texas
Texas Tech,Oklahoma
Texas Tech,Iowa St.
Texas Tech,Kansas
Tulane,Wake Forest
Tulane,Nicholls St.
Tulane,Ohio St.
Tulane,0
Tulane,Memphis
Tulane,Cincinnati
Tulane,Navy
Tulane,Houston
Tulane,East Carolina
Tulane,South Fla.
Tulane,Tulsa
Tulane,SMU
Texas Southern,Texas St.
Texas Southern,Houston
Texas St.,Rutgers
Texas St.,Texas Southern
Texas St.,UTSA
Texas St.,South Ala.
Texas St.,Louisiana
Texas St.,Ga. Southern
Texas St.,Arkansas St.
Texas St.,Troy
Texas St.,Appalachian St.
Texas St.,Georgia St.
Texas St.,New Mexico St.
Texas St.,La.-Monroe
0,Savannah St.
0,Coastal Carolina
0,Tulane
0,Charlotte
0,Louisiana Tech
0,Rice
0,Middle Tenn.
0,Middle Tenn.
0,Texas A&M
0,Southern Miss.
0,UTSA
0,UTEP
0,North Texas
Ark.-Pine Bluff,FIU
Central Ark.,Tulsa
UC Davis,San Jose St.
UC Davis,Stanford
UCF,UConn
UCF,South Carolina St.
UCF,Fla. Atlantic
UCF,Pittsburgh
UCF,SMU
UCF,Memphis
UCF,Memphis
UCF,South Fla.
UCF,Cincinnati
UCF,Navy
UCF,Temple
UCF,East Carolina
UCLA,Cincinnati
UCLA,Oklahoma
UCLA,Fresno St.
UCLA,Colorado
UCLA,Washington
UCLA,California
UCLA,Stanford
UCLA,South Carolina
UCLA,Arizona St.
UCLA,Oregon
UCLA,Utah
UCLA,Arizona
UConn,UCF
UConn,Boise St.
UConn,Syracuse
UConn,Rhode Island
UConn,Cincinnati
UConn,Memphis
UConn,Temple
UConn,East Carolina
UConn,SMU
UConn,Tulsa
UConn,0
UConn,South Fla.
Georgia,Austin Peay
Georgia,0
Georgia,Missouri
Georgia,Middle Tenn.
Georgia,Tennessee
Georgia,Vanderbilt
Georgia,LSU
Georgia,Alabama
Georgia,Georgia Tech
Georgia,0
Georgia,Auburn
Georgia,Kentucky
Georgia,Florida
Kentucky,Central Mich.
Kentucky,Florida
Kentucky,Mississippi St.
Kentucky,Murray St.
Kentucky,0
Kentucky,Texas A&M
Kentucky,Louisville
Kentucky,Middle Tenn.
Kentucky,Tennessee
Kentucky,Georgia
Kentucky,Missouri
Kentucky,Vanderbilt
Louisiana,Grambling
Louisiana,Coastal Carolina
Louisiana,Mississippi St.
Louisiana,Alabama
Louisiana,Texas St.
Louisiana,New Mexico St.
Louisiana,Appalachian St.
Louisiana,La.-Monroe
Louisiana,South Ala.
Louisiana,Georgia St.
Louisiana,Troy
Louisiana,Arkansas St.
Louisiana,Appalachian St.
La.-Monroe,Southeastern La.
La.-Monroe,Southern Miss.
La.-Monroe,Troy
La.-Monroe,Texas A&M
La.-Monroe,Georgia St.
La.-Monroe,Ole Miss
La.-Monroe,Coastal Carolina
La.-Monroe,Louisiana
La.-Monroe,Arkansas St.
La.-Monroe,South Ala.
La.-Monroe,Ga. Southern
La.-Monroe,Texas St.
0,Duquesne
0,Boston College
0,Ga. Southern
0,Charlotte
0,FIU
0,Ohio
0,South Fla.
0,Georgia
0,BYU
0,Liberty
0,UConn
0,Coastal Carolina
North Carolina,California
North Carolina,East Carolina
North Carolina,Pittsburgh
North Carolina,Miami (FL)
North Carolina,Virginia Tech
North Carolina,North Carolina St.
North Carolina,Western Caro.
North Carolina,Duke
North Carolina,Georgia Tech
North Carolina,Virginia
North Carolina,Syracuse
North Dakota,Washington
New Hampshire,Colorado
UNI,Iowa
UNLV,South Carolina
UNLV,UTEP
UNLV,Arkansas St.
UNLV,Prairie View
UNLV,New Mexico
UNLV,Utah St.
UNLV,Nevada
UNLV,Hawaii
UNLV,South Dakota St.
UNLV,Fresno St.
UNLV,San Jose St.
UNLV,Air Force
New Mexico,Incarnate Word
New Mexico,Wisconsin
New Mexico,New Mexico St.
New Mexico,Liberty
New Mexico,UNLV
New Mexico,Colorado St.
New Mexico,Wyoming
New Mexico,Boise St.
New Mexico,Air Force
New Mexico,South Dakota St.
New Mexico,Utah St.
New Mexico,Fresno St.
North Texas,SMU
North Texas,Incarnate Word
North Texas,Liberty
North Texas,Arkansas
North Texas,Louisiana Tech
North Texas,UTEP
North Texas,Southern Miss.
North Texas,UTSA
North Texas,Fla. Atlantic
North Texas,Old Dominion
North Texas,Rice
North Texas,0
Rhode Island,UConn
South Ala.,Louisiana Tech
South Ala.,Oklahoma St.
South Ala.,Memphis
South Ala.,Texas St.
South Ala.,Appalachian St.
South Ala.,Ga. Southern
South Ala.,Alabama St.
South Ala.,Coastal Carolina
South Ala.,Louisiana
South Ala.,La.-Monroe
South Ala.,Arkansas St.
South Ala.,Troy
South Carolina,UNLV
South Carolina,Stanford
South Carolina,Washington St.
South Carolina,Texas
South Carolina,Arizona
South Carolina,Colorado
South Carolina,Notre Dame
South Carolina,UCLA
South Carolina,California
South Carolina,Oregon St.
South Carolina,Arizona St.
South Carolina,Utah
South Fla.,Elon
South Fla.,Georgia Tech
South Fla.,East Carolina
South Fla.,Illinois
South Fla.,0
South Fla.,Tulsa
South Fla.,UCF
South Fla.,Temple
South Fla.,Cincinnati
South Fla.,Tulane
South Fla.,Houston
South Fla.,UConn
Southern Miss.,Jackson St.
Southern Miss.,La.-Monroe
Southern Miss.,Rice
Southern Miss.,Auburn
Southern Miss.,North Texas
Southern Miss.,UTEP
Southern Miss.,Louisiana Tech
Southern Miss.,0
Southern Miss.,Marshall
Southern Miss.,Charlotte
Southern Miss.,UTSA
Utah St.,Michigan St.
Utah St.,New Mexico St.
Utah St.,Air Force
Utah St.,Tennessee Tech
Utah St.,BYU
Utah St.,UNLV
Utah St.,Boise St.
Utah St.,Colorado St.
Utah St.,San Jose St.
Utah St.,Hawaii
Utah St.,New Mexico
Utah St.,Wyoming
Utah,Weber St.
Utah,Northern Ill.
Utah,Washington
Utah,Washington St.
Utah,Stanford
Utah,Arizona
Utah,Washington
Utah,BYU
Utah,Colorado
Utah,Oregon
Utah,Arizona St.
Utah,UCLA
Utah,South Carolina
UTEP,Northern Ariz.
UTEP,UNLV
UTEP,New Mexico St.
UTEP,Tennessee
UTEP,UTSA
UTEP,North Texas
UTEP,Southern Miss.
UTEP,Western Ky.
UTEP,Middle Tenn.
UTEP,Rice
UTEP,0
UTEP,Louisiana Tech
UT Martin,Missouri
UT Martin,Middle Tenn.
UTSA,Arizona St.
UTSA,Baylor
UTSA,Texas St.
UTSA,Kansas St.
UTSA,UTEP
UTSA,Rice
UTSA,Louisiana Tech
UTSA,North Texas
UTSA,Marshall
UTSA,FIU
UTSA,0
UTSA,Southern Miss.
Virginia,Richmond
Virginia,Indiana
Virginia,Louisville
Virginia,Ohio
Virginia,North Carolina St.
Virginia,Miami (FL)
Virginia,Virginia Tech
Virginia,Georgia Tech
Virginia,Liberty
Virginia,Pittsburgh
Virginia,North Carolina
Virginia,Duke
Vanderbilt,Middle Tenn.
Vanderbilt,Nevada
Vanderbilt,0
Vanderbilt,Notre Dame
Vanderbilt,Tennessee St.
Vanderbilt,Georgia
Vanderbilt,Florida
Vanderbilt,Tennessee
Vanderbilt,Ole Miss
Vanderbilt,Missouri
Vanderbilt,Arkansas
Vanderbilt,Kentucky
VMI,Toledo
VMI,Old Dominion
Virginia Tech,Florida St.
Virginia Tech,William & Mary
Virginia Tech,Old Dominion
Virginia Tech,Duke
Virginia Tech,Notre Dame
Virginia Tech,North Carolina
Virginia Tech,Marshall
Virginia Tech,Virginia
Virginia Tech,Miami (FL)
Virginia Tech,Pittsburgh
Virginia Tech,Boston College
Virginia Tech,Georgia Tech
William & Mary,Virginia Tech
Wagner,Syracuse
Wake Forest,Tulane
Wake Forest,Towson
Wake Forest,Notre Dame
Wake Forest,Boston College
Wake Forest,Rice
Wake Forest,Clemson
Wake Forest,Duke
Wake Forest,Pittsburgh
Wake Forest,North Carolina St.
Wake Forest,Syracuse
Wake Forest,Louisville
Wake Forest,Florida St.
Washington,Auburn
Washington,North Dakota
Washington,Arizona St.
Washington,Utah
Washington,BYU
Washington,UCLA
Washington,Oregon
Washington,Utah
Washington,Washington St.
Washington,Oregon St.
Washington,Stanford
Washington,California
Washington,Colorado
Western Caro.,North Carolina
Weber St.,Utah
Gardner-Webb,Appalachian St.
Wisconsin,Western Ky.
Wisconsin,New Mexico
Wisconsin,Iowa
Wisconsin,BYU
Wisconsin,Nebraska
Wisconsin,Michigan
Wisconsin,Minnesota
Wisconsin,Purdue
Wisconsin,Penn St.
Wisconsin,Rutgers
Wisconsin,Northwestern
Wisconsin,Illinois
Western Ill.,Illinois
Western Ky.,Wisconsin
Western Ky.,Maine
Western Ky.,Ball St.
Western Ky.,Louisville
Western Ky.,Marshall
Western Ky.,Charlotte
Western Ky.,Louisiana Tech
Western Ky.,UTEP
Western Ky.,Fla. Atlantic
Western Ky.,Middle Tenn.
Western Ky.,FIU
Western Ky.,Old Dominion
Western Mich.,Syracuse
Western Mich.,Michigan
Western Mich.,Georgia St.
Western Mich.,Delaware St.
Western Mich.,Miami (OH)
Western Mich.,Eastern Mich.
Western Mich.,Bowling Green
Western Mich.,Northern Ill.
Western Mich.,Ball St.
Western Mich.,Ohio
Western Mich.,Toledo
Western Mich.,Central Mich.
Wofford,Wyoming
Washington St.,Wyoming
Washington St.,San Jose St.
Washington St.,South Carolina
Washington St.,Eastern Wash.
Washington St.,Utah
Washington St.,Oregon St.
Washington St.,Washington
Washington St.,Arizona
Washington St.,Colorado
Washington St.,California
Washington St.,Stanford
Washington St.,Oregon
West Virginia,Tennessee
West Virginia,Youngstown St.
West Virginia,Kansas St.
West Virginia,Texas Tech
West Virginia,Kansas
West Virginia,Iowa St.
West Virginia,Oklahoma
West Virginia,Oklahoma St.
West Virginia,TCU
West Virginia,Texas
West Virginia,Baylor
Wyoming,Washington St.
Wyoming,New Mexico St.
Wyoming,Missouri
Wyoming,Wofford
Wyoming,Boise St.
Wyoming,Hawaii
Wyoming,Fresno St.
Wyoming,New Mexico
Wyoming,Air Force
Wyoming,San Jose St.
Wyoming,Colorado St.
Wyoming,Utah St.
Youngstown St.,West Virginia
